Cidade,Transportadora,Prazo,Capital/Interior
FORTIM,TECMAR,CE,14,INTERIOR
PALHANO,TECMAR,CE,14,INTERIOR
IPAUMIRIM,TECMAR,CE,14,INTERIOR
PARAMBU,TECMAR,CE,14,INTERIOR
PACOTI,TECMAR,CE,14,INTERIOR
OCARA,TECMAR,CE,14,INTERIOR
REDENCAO,TECMAR,CE,14,INTERIOR
ARARENDA,TECMAR,CE,14,INTERIOR
PIQUET CARNEIRO,TECMAR,CE,14,INTERIOR
ALTO SANTO,TECMAR,CE,14,INTERIOR
GUARAMIRANGA,TECMAR,CE,14,INTERIOR
PARAMOTI,TECMAR,CE,14,INTERIOR
BANABUIU,TECMAR,CE,14,INTERIOR
CARIDADE,TECMAR,CE,14,INTERIOR
GRANJEIRO,TECMAR,CE,14,INTERIOR
JUCAS,TECMAR,CE,14,INTERIOR
IBARETAMA,TECMAR,CE,14,INTERIOR
IBICUITINGA,TECMAR,CE,14,INTERIOR
SALITRE,TECMAR,CE,14,INTERIOR
CATARINA,TECMAR,CE,14,INTERIOR
IRAUCUBA,TECMAR,CE,14,INTERIOR
SOLONOPOLES,TECMAR,CE,14,INTERIOR
MILAGRES,TECMAR,CE,14,INTERIOR
CATUANA,TECMAR,CE,14,INTERIOR
ICAPUI,TECMAR,CE,14,INTERIOR
JIJOCA JERICOACOARA,TECMAR,CE,14,INTERIOR
CAPISTRANO,TECMAR,CE,14,INTERIOR
PACAJUS,TECMAR,CE,14,INTERIOR
TAVÁ,TECMAR,CE,14,INTERIOR
TEJUCUOCA,TECMAR,CE,14,INTERIOR
SAO  MIGUEL,TECMAR,CE,14,INTERIOR
SAO MIGUEL,TECMAR,CE,14,INTERIOR
PEREIRO,TECMAR,CE,14,INTERIOR
PANABUIU,TECMAR,CE,14,INTERIOR
PECEM,TECMAR,CE,14,INTERIOR
JATI,TECMAR,CE,14,INTERIOR
PACUJA,TECMAR,CE,14,INTERIOR
CAJUEIRO,TECMAR,CE,14,INTERIOR
ALTANEIRA,TECMAR,CE,14,INTERIOR
ARAJARA,TECMAR,CE,14,INTERIOR
ARNEIROZ,TECMAR,CE,14,INTERIOR
AIUABA,TECMAR,CE,14,INTERIOR
CARICIACU,TECMAR,CE,14,INTERIOR
CEDROS,TECMAR,CE,14,INTERIOR
DOM QUIXOTE,TECMAR,CE,14,INTERIOR
JAMARACU,TECMAR,CE,14,INTERIOR
JARDIM MIRIM,TECMAR,CE,14,INTERIOR
LARNEIRO,TECMAR,CE,14,INTERIOR
MARROCOS,TECMAR,CE,14,INTERIOR
MISSAO NOVA,TECMAR,CE,14,INTERIOR
MURITI,TECMAR,CE,14,INTERIOR
PADRE,TECMAR,CE,14,INTERIOR
PENAFORTE,TECMAR,CE,14,INTERIOR
PONTA DA SERRA,TECMAR,CE,14,INTERIOR
PONTEGI,TECMAR,CE,14,INTERIOR
PORTEIRAS,TECMAR,CE,14,INTERIOR
QUIMANI,TECMAR,CE,14,INTERIOR
SABOEIRO,TECMAR,CE,14,INTERIOR
SANTA FE,TECMAR,CE,14,INTERIOR
SANTANA DO CARIRI,TECMAR,CE,14,INTERIOR
TARRAFAS,TECMAR,CE,14,INTERIOR
UMARI,TECMAR,CE,14,INTERIOR
IGUAÇU,TECMAR,CE,14,INTERIOR
MIRAIMA,TECMAR,CE,14,INTERIOR
ALCANTARAS,TECMAR,CE,14,INTERIOR
ACARAPE,TECMAR,CE,14,INTERIOR
SAO LUIS DO CURU,TECMAR,CE,14,INTERIOR
HIDROLANDIA,TECMAR,CE,14,INTERIOR
ABAIARA,TECMAR,CE,14,INTERIOR
UMIRIM,TECMAR,CE,14,INTERIOR
CARIRIACU,TECMAR,CE,14,INTERIOR
MARTINOPOLE,TECMAR,CE,14,INTERIOR
QUITERIANOPOLIS,TECMAR,CE,14,INTERIOR
QUITERIANOPOLIS,TECMAR,CE,14,INTERIOR
ARATUBA,TECMAR,CE,14,INTERIOR
SAO GONCALO AMARANTE,TECMAR,CE,14,INTERIOR
QUIXADA,TECMAR,CE,14,INTERIOR
MUCURIPE,TECMAR,CE,14,INTERIOR
BAIXIO,TECMAR,CE,14,INTERIOR
BAIXIO,TECMAR,CE,14,INTERIOR
LIMA CAMPOS,TECMAR,CE,14,INTERIOR
ITATINGA,TECMAR,CE,14,INTERIOR
CHORO,TECMAR,CE,14,INTERIOR
ITATIRA,TECMAR,CE,14,INTERIOR
URUOCA,TECMAR,CE,14,INTERIOR
POTIRETAMA,TECMAR,CE,14,INTERIOR
MINEIROLANDIA,TECMAR,CE,14,INTERIOR
IRAPUA,TECMAR,CE,14,INTERIOR
ERERE,TECMAR,CE,14,INTERIOR
MORAUJO,TECMAR,CE,14,INTERIOR
ITAPEJE,TECMAR,CE,14,INTERIOR
ITAPAJE,TECMAR,CE,14,INTERIOR
General Sampaio,TECMAR,CE,14,INTERIOR
GENERAL SAMPAIO,TECMAR,CE,14,INTERIOR
NOVA FATIMA,TECMAR,CE,14,INTERIOR
AMANARI,TECMAR,CE,14,INTERIOR
SANTO ANTONIO,TECMAR,CE,14,INTERIOR
QUATIGUABA,TECMAR,CE,14,INTERIOR
HOLANDA,TECMAR,CE,14,INTERIOR
ANTONIO DIOGO,TECMAR,CE,14,INTERIOR
SAPUPARA,TECMAR,CE,14,INTERIOR
AMERICA,TECMAR,CE,14,INTERIOR
SANTANA DE ACARAU,TECMAR,CE,14,INTERIOR
CONSELHO,TECMAR,CE,14,INTERIOR
IMPERATRIZ,TECMAR,MA,16,INTERIOR
SAO LUIS,TECMAR,MA,11,CAPITAL 
BALSAS,TECMAR,MA,16,INTERIOR
BACABAL,TECMAR,MA,16,INTERIOR
CAXIAS,TECMAR,MA,16,INTERIOR
PINHEIRO,TECMAR,MA,16,INTERIOR
SAO JOSE DE RIBAMAR,TECMAR,MA,16,INTERIOR
VARGEM GRANDE,TECMAR,MA,16,INTERIOR
TUTOIA,TECMAR,MA,16,INTERIOR
ITAECURU MIRIM,TECMAR,MA,16,INTERIOR
ITAPECURU MIRIM,TECMAR,MA,16,INTERIOR
CHAPADINHA,TECMAR,MA,16,INTERIOR
SANTA RITA,TECMAR,MA,16,INTERIOR
JOAO LISBOA,TECMAR,MA,16,INTERIOR
COELHO NETO,TECMAR,MA,16,INTERIOR
SANTA INES,TECMAR,MA,16,INTERIOR
ROSARIO,TECMAR,MA,16,INTERIOR
SAO BERNARDO,TECMAR,MA,16,INTERIOR
BREJO,TECMAR,MA,16,INTERIOR
SANTA LUZIA,TECMAR,MA,16,INTERIOR
MONCAO,TECMAR,MA,16,INTERIOR
MIRANDA DO NORTE,TECMAR,MA,16,INTERIOR
DOM PEDRO,TECMAR,MA,16,INTERIOR
SAO JOSE RIBAMAR,TECMAR,MA,16,INTERIOR
ACAILANDIA,TECMAR,MA,16,INTERIOR
SANTA HELENA,TECMAR,MA,16,INTERIOR
PRESIDENTE DUTRA,TECMAR,MA,16,INTERIOR
CIDELANDIA,TECMAR,MA,16,INTERIOR
COROATA,TECMAR,MA,16,INTERIOR
SAO MATEUS DO MARANHAO,TECMAR,MA,16,INTERIOR
CODO,TECMAR,MA,16,INTERIOR
COLINAS,TECMAR,MA,16,INTERIOR
LIMA CAMPOS,TECMAR,MA,16,INTERIOR
BARAO DE GRAJAU,TECMAR,MA,16,INTERIOR
PAULO RAMOS,TECMAR,MA,16,INTERIOR
ZE DOCA,TECMAR,MA,16,INTERIOR
SANTA LUZIA,TECMAR,MA,16,INTERIOR
MARACACUME,TECMAR,MA,16,INTERIOR
ANAJATUBA,TECMAR,MA,16,INTERIOR
ARARI,TECMAR,MA,16,INTERIOR
BURITICUPU,TECMAR,MA,16,INTERIOR
AXIXA,TECMAR,MA,16,INTERIOR
AMAPA DO MARANHAO,TECMAR,MA,16,INTERIOR
BOM JARDIM,TECMAR,MA,16,INTERIOR
VIANA,TECMAR,MA,16,INTERIOR
LAGO DA PEDRA,TECMAR,MA,16,INTERIOR
ARAIOSES,TECMAR,MA,16,INTERIOR
BARREIRINHAS,TECMAR,MA,16,INTERIOR
SAO CRISTOVAO,TECMAR,MA,16,INTERIOR
BARRA DO CORDA,TECMAR,MA,16,INTERIOR
PARAIBUNA,TECMAR,MA,16,INTERIOR
PARAIBANO,TECMAR,MA,16,INTERIOR
SAO JOAO DOS PATOS,TECMAR,MA,16,INTERIOR
SAO FRANCISCO DO MARANHAO,TECMAR,MA,16,INTERIOR
CAROLINA,TECMAR,MA,16,INTERIOR
ESTREITO,TECMAR,MA,16,INTERIOR
SAO BENTO,TECMAR,MA,16,INTERIOR
MIRADOR,TECMAR,MA,16,INTERIOR
PINDARE MIRIM,TECMAR,MA,16,INTERIOR
IGARAPE GRANDE,TECMAR,MA,16,INTERIOR
SAO LUIS TIRICAL,TECMAR,MA,16,INTERIOR
ALDEIAS ALTAS,TECMAR,MA,16,INTERIOR
SAO FRANCISCO DO BREJAO,TECMAR,MA,16,INTERIOR
MAIOBA,TECMAR,MA,16,INTERIOR
PORTO FRANCO,TECMAR,MA,16,INTERIOR
SAO LUIS GONZAGA DO MARAN,TECMAR,MA,16,INTERIOR
CAPINZAL DO NORTE,TECMAR,MA,16,INTERIOR
AMARANTE DO MARANHAO,TECMAR,MA,16,INTERIOR
BACURI,TECMAR,MA,16,INTERIOR
FURTUNA,TECMAR,MA,16,INTERIOR
SAO DOMINGOS DO MARANHAO,TECMAR,MA,16,INTERIOR
FORTUNA,TECMAR,MA,16,INTERIOR
SAO PEDRO DA AGUA BRANCA,TECMAR,MA,16,INTERIOR
TRIZIDELA DO VALE,TECMAR,MA,16,INTERIOR
ESPERANTINOPOLIS,TECMAR,MA,16,INTERIOR
ALTO ALEGRE DO MARANHAO,TECMAR,MA,16,INTERIOR
PASSAGEM FRANCA,TECMAR,MA,16,INTERIOR
VITORINO FREIRE,TECMAR,MA,16,INTERIOR
SAO BENEDITO DO RIO PRETO,TECMAR,MA,16,INTERIOR
PERITORO,TECMAR,MA,16,INTERIOR
PIO XII,TECMAR,MA,16,INTERIOR
PARANARAMA,TECMAR,MA,16,INTERIOR
PARNARAMA,TECMAR,MA,16,INTERIOR
TUNTUM,TECMAR,MA,16,INTERIOR
SAO VICENTE DO FERRER,TECMAR,MA,16,INTERIOR
VITORIA DO MEARIM,TECMAR,MA,16,INTERIOR
MIRINZAL,TECMAR,MA,16,INTERIOR
BEQUIMAO,TECMAR,MA,16,INTERIOR
GONCALVES DIAS,TECMAR,MA,16,INTERIOR
SANTA LUZIA DO PARUA,TECMAR,MA,16,INTERIOR
POCAO DE PEDRAS,TECMAR,MA,16,INTERIOR
ALTO PARNAIBA,TECMAR,MA,16,INTERIOR
MATINHA,TECMAR,MA,16,INTERIOR
OLHO D'AGUA,TECMAR,MA,16,INTERIOR
GUIMARAES,TECMAR,MA,16,INTERIOR
SANTA QUITERIA DO MARANHA,TECMAR,MA,16,INTERIOR
TURIACU,TECMAR,MA,16,INTERIOR
ALTO ALEGRE PINDARE,TECMAR,MA,16,INTERIOR
LORETO,TECMAR,MA,16,INTERIOR
OLHO DAGUA DAS CUNHAS,TECMAR,MA,16,INTERIOR
BURITI,TECMAR,MA,16,INTERIOR
BOM LUGAR,TECMAR,MA,16,INTERIOR
OLHO DAGUA,TECMAR,MA,16,INTERIOR
CURURUPU,TECMAR,MA,16,INTERIOR
SANTA INES,TECMAR,MA,16,INTERIOR
LAGO DO JUNCO,TECMAR,MA,16,INTERIOR
LAGO DOS RODRIGUES,TECMAR,MA,16,INTERIOR
LAGO VERDE,TECMAR,MA,16,INTERIOR
LUIS DOMINGUES,TECMAR,MA,16,INTERIOR
MAGALHAES DE ALMEIDA,TECMAR,MA,16,INTERIOR
MARAJA DO SENA,TECMAR,MA,16,INTERIOR
MARANHAOZINHO,TECMAR,MA,16,INTERIOR
MATA ROMA,TECMAR,MA,16,INTERIOR
MATOES DO NORTE,TECMAR,MA,16,INTERIOR
MILAGRES,TECMAR,MA,16,INTERIOR
MORROS,TECMAR,MA,16,INTERIOR
NINA RODRIGUES,TECMAR,MA,16,INTERIOR
NEWTON BELO,TECMAR,MA,16,INTERIOR
NOVA OLINDA,TECMAR,MA,16,INTERIOR
OLINDA NOVA,TECMAR,MA,16,INTERIOR
PALMEIRANDIA,TECMAR,MA,16,INTERIOR
PEDRO DO ROSARIO,TECMAR,MA,16,INTERIOR
PENALVA,TECMAR,MA,16,INTERIOR
SAO LUIS GONZAGA,TECMAR,MA,16,INTERIOR
SAO MATEUS,TECMAR,MA,16,INTERIOR
SANTA LUZIA DO TIDI,TECMAR,MA,16,INTERIOR
TIMBIRA,TECMAR,MA,16,INTERIOR
TUFILANDIA,TECMAR,MA,16,INTERIOR
TURILANDIA,TECMAR,MA,16,INTERIOR
HURBANO SANTOS,TECMAR,MA,16,INTERIOR
GODOFREDO VIANA,TECMAR,MA,16,INTERIOR
GOVERNADOR NUNES FREIRE,TECMAR,MA,16,INTERIOR
GOVERNADOR ACHER,TECMAR,MA,16,INTERIOR
HUMBERTO DE CAMPOS,TECMAR,MA,16,INTERIOR
ICATU,TECMAR,MA,16,INTERIOR
IGARAPE DO MEIO,TECMAR,MA,16,INTERIOR
CANDIDO MENDES,TECMAR,MA,16,INTERIOR
CANTANHEDE,TECMAR,MA,16,INTERIOR
CARUTAPERA,TECMAR,MA,16,INTERIOR
CEDRAL,TECMAR,MA,16,INTERIOR
CENTRO DO GUILHERME,TECMAR,MA,16,INTERIOR
CENTRO NOVO,TECMAR,MA,16,INTERIOR
PORCAO DE PEDRAS,TECMAR,MA,16,INTERIOR
PORTO RICO,TECMAR,MA,16,INTERIOR
PRESIDENTE JUCELINO,TECMAR,MA,16,INTERIOR
PRESIDENTE MEDICE,TECMAR,MA,16,INTERIOR
PRESIDENTE VARGAS,TECMAR,MA,16,INTERIOR
PRIMEIRA CRUZ,TECMAR,MA,16,INTERIOR
SAO JOAO DO CARU,TECMAR,MA,16,INTERIOR
SANTO AMARO,TECMAR,MA,16,INTERIOR
ALCANTARA,TECMAR,MA,16,INTERIOR
ANAPURUS,TECMAR,MA,16,INTERIOR
APICUM ACU,TECMAR,MA,16,INTERIOR
ARAGUANA,TECMAR,MA,16,INTERIOR
BACABEIRA,TECMAR,MA,16,INTERIOR
BACURITUBA,TECMAR,MA,16,INTERIOR
BELAGUA,TECMAR,MA,16,INTERIOR
BERNARDO MEARIM,TECMAR,MA,16,INTERIOR
BOA VISTA DO GURUPI,TECMAR,MA,16,INTERIOR
BREJO DE AREIA,TECMAR,MA,16,INTERIOR
CACHOEIRA GRANDE,TECMAR,MA,16,INTERIOR
CAJAPIO,TECMAR,MA,16,INTERIOR
CAJARI,TECMAR,MA,16,INTERIOR
PERIMIRIM,TECMAR,MA,16,INTERIOR
ARAME,TECMAR,MA,16,INTERIOR
BOM JESUS DAS SELVAS,TECMAR,MA,16,INTERIOR
BURITIRANA,TECMAR,MA,16,INTERIOR
DAVINOPOLIS,TECMAR,MA,16,INTERIOR
GRAJAU,TECMAR,MA,16,INTERIOR
MONTES ALTOS,TECMAR,MA,16,INTERIOR
RIACHAO,TECMAR,MA,16,INTERIOR
RIBAMER FIQUENE,TECMAR,MA,16,INTERIOR
SAO PEDRO DA AGUA BRANCA,TECMAR,MA,16,INTERIOR
SENADOR LA ROQUE,TECMAR,MA,16,INTERIOR
SENADOR EDSON LOBAO,TECMAR,MA,16,INTERIOR
ITAGIMIRIM,TECMAR,MA,16,INTERIOR
ITAJUIPE,TECMAR,MA,16,INTERIOR
ITAMARAJU,TECMAR,MA,16,INTERIOR
PASTOS BONS,TECMAR,MA,16,INTERIOR
SAO JOAO BATISTA,TECMAR,MA,16,INTERIOR
PEDREIRAS,TECMAR,MA,16,INTERIOR
ITINGA DO MARANHAO,TECMAR,MA,16,INTERIOR
GOVERNADOR EDSON LOBAO,TECMAR,MA,16,INTERIOR
CADO,TECMAR,MA,16,INTERIOR
CAMPESTRE DO MARANHAO,TECMAR,MA,16,INTERIOR
RIBAMAR FIQUENE,TECMAR,MA,16,INTERIOR
SENADOR L ROQUE,TECMAR,MA,16,INTERIOR
SENADOR LA ROCQUE,TECMAR,MA,16,INTERIOR
DUQUE BACELAR,TECMAR,MA,16,INTERIOR
CUMARU,TECMAR,MA,16,INTERIOR
FORMOSA,TECMAR,MA,16,INTERIOR
FORTALEZA DOS NOGUEIRAS,TECMAR,MA,16,INTERIOR
SAO RAIMUNDO MANGABEIRAS,TECMAR,MA,16,INTERIOR
SITIO NOVO,TECMAR,MA,16,INTERIOR
SUMAUMA,TECMAR,MA,16,INTERIOR
SAO FRANCISCO BREJAO,TECMAR,MA,16,INTERIOR
SAO JOAO DO PARAISO,TECMAR,MA,16,INTERIOR
SAO PEDRO AGUA BRANCA,TECMAR,MA,16,INTERIOR
OLHO D´AGUA,TECMAR,MA,16,INTERIOR
BURITI BRAVO,TECMAR,MA,16,INTERIOR
TIMOM,TECMAR,MA,16,INTERIOR
SAO VICENTE DE FERRER,TECMAR,MA,16,INTERIOR
SAO VICENTE DE FERRER,TECMAR,MA,16,INTERIOR
LARGO DA PEDRA,TECMAR,MA,16,INTERIOR
PONTA DAREIA,TECMAR,MA,16,INTERIOR
IPASE,TECMAR,MA,16,INTERIOR
FORMOSA DA SERRA NEGRA,TECMAR,MA,16,INTERIOR
LAGOA DA PRATA,TECMAR,MA,16,INTERIOR
SAO RAIMUNDO DAS MANGABEI,TECMAR,MA,16,INTERIOR
TIMOTEO,TECMAR,MA,16,INTERIOR
OLHO DA AGUA DAS CUNHAS,TECMAR,MA,16,INTERIOR
OLHO D AGUA,TECMAR,MA,16,INTERIOR
OLHO D AGUA DAS CUNHAS,TECMAR,MA,16,INTERIOR
OLHOS D AGUA DAS CUNHAS,TECMAR,MA,16,INTERIOR
OLHO D´ AGUA DAS CUNHAS,TECMAR,MA,16,INTERIOR
OLHO D´AGUA DAS CUNHAS,TECMAR,MA,16,INTERIOR
ANIL,TECMAR,MA,16,INTERIOR
ALTAMIRA MARANHAO,TECMAR,MA,16,INTERIOR
ALTAMIRA DO MARANHAO,TECMAR,MA,16,INTERIOR
JARAGUA DO SUL,TECMAR,MA,16,INTERIOR
ALTO ALEGRE DO PINDARE,TECMAR,MA,16,INTERIOR
SAO DOMINGOS DO AZEITAO,TECMAR,MA,16,INTERIOR
NOVA OLINDA DO MARANHAO,TECMAR,MA,16,INTERIOR
VILA NOVA DOS MARTIRIOS,TECMAR,MA,16,INTERIOR
PAULINO NEVES,TECMAR,MA,16,INTERIOR
AGUA DOCE DO MARANHAO,TECMAR,MA,16,INTERIOR
SAO FELIZ DE BALSAS,TECMAR,MA,16,INTERIOR
GOVERNADOR FIQUENE,TECMAR,MA,16,INTERIOR
AFONSO CUNHA,TECMAR,MA,16,INTERIOR
TASSO FRAGOSO,TECMAR,MA,16,INTERIOR
SAO VICENTE FERRER,TECMAR,MA,16,INTERIOR
SANTA QUITERIA,TECMAR,MA,16,INTERIOR
URBANO SANTOS,TECMAR,MA,16,INTERIOR
SAO RAIMUNDO DAS MANGABEI,TECMAR,MA,16,INTERIOR
SAO PEDRO DOS CRENTES,TECMAR,MA,16,INTERIOR
OLINDA NOVA DO MARANHAO,TECMAR,MA,16,INTERIOR
PASSO DO LUMEAR,TECMAR,MA,16,INTERIOR
LUIZ GONZAGA DO MARANHAO,TECMAR,MA,16,INTERIOR
POCOES DE PEDRA,TECMAR,MA,16,INTERIOR
SANTO DOS LOPES,TECMAR,MA,16,INTERIOR
GOVERNADOR EUGENIO DE BAR,TECMAR,MA,16,INTERIOR
FARTURA,TECMAR,MA,16,INTERIOR
SUCUPIRA DO NORTE,TECMAR,MA,16,INTERIOR
BENEDITO LEITE,TECMAR,MA,16,INTERIOR
JOSELANDIA,TECMAR,MA,16,INTERIOR
GRACA ARANHA,TECMAR,MA,16,INTERIOR
NOVA IORQUE,TECMAR,MA,16,INTERIOR
MATOES,TECMAR,MA,16,INTERIOR
TIMON,TECMAR,MA,16,INTERIOR
JENIPAPO DOS VIEIRAS,TECMAR,MA,16,INTERIOR
COHAFUMA,TECMAR,MA,16,INTERIOR
GOVERNADOR EUGENIO BARROS,TECMAR,MA,16,INTERIOR
BARRA DA CORDA,TECMAR,MA,16,INTERIOR
FEIRA NOVA DO MARANHAO,TECMAR,MA,16,INTERIOR
OPERARIA,TECMAR,MA,16,INTERIOR
GOVERNADOR NEWTON BELLO,TECMAR,MA,16,INTERIOR
SAMBAIBA,TECMAR,MA,16,INTERIOR
LAJEADO NOVO,TECMAR,MA,16,INTERIOR
PIRAPEMAS,TECMAR,MA,16,INTERIOR
SATUBINA,TECMAR,MA,16,INTERIOR
TIMBIRAS,TECMAR,MA,16,INTERIOR
CENTRO NOVO DO MARANHAO,TECMAR,MA,16,INTERIOR
SERRANO DO MARANHÃO,TECMAR,MA,16,INTERIOR
PRESIDENTE SARNEY,TECMAR,MA,16,INTERIOR
CENTRAL DO MARANHAO,TECMAR,MA,16,INTERIOR
GOVERNADOR LUIZ ROCHA,TECMAR,MA,16,INTERIOR
ITAIPAVA DO GRAJAU,TECMAR,MA,16,INTERIOR
CONCEICAO DO LAGO-ACU,TECMAR,MA,16,INTERIOR
PERI MIRIM,TECMAR,MA,16,INTERIOR
PORTO RICO DO MARANHAO,TECMAR,MA,16,INTERIOR
PRESIDENTE JUSCELINO,TECMAR,MA,16,INTERIOR
SANTO AMARO DO MARANHAO,TECMAR,MA,16,INTERIOR
SERRANO DO MARANHAO,TECMAR,MA,16,INTERIOR
CENTRO NOVO MARANHAO,TECMAR,MA,16,INTERIOR
ARARI,TECMAR,MA,16,INTERIOR
SANTANA DO MARANHAO,TECMAR,MA,16,INTERIOR
SUCUPIRA DO RIACHAO,TECMAR,MA,16,INTERIOR
ILHA DOS AMORES,TECMAR,MA,16,INTERIOR
SANTA FILOMENA DO MARANHA,TECMAR,MA,16,INTERIOR
SATUBINHA,TECMAR,MA,16,INTERIOR
SAO JOSE DOS BASILIOS,TECMAR,MA,16,INTERIOR
SENADOR ALEXANDRE COSTA,TECMAR,MA,16,INTERIOR
JATOBA,TECMAR,MA,16,INTERIOR
LAGOA DO MATO,TECMAR,MA,16,INTERIOR
SAO JOAO DO SOTER,TECMAR,MA,16,INTERIOR
BELA VISTA DO MARANHAO,TECMAR,MA,16,INTERIOR
LAGOA GRANDE DO MARANHAO,TECMAR,MA,16,INTERIOR
RAPOSA,TECMAR,MA,11,CAPITAL 
PACO DO LUMIAR,TECMAR,MA,11,CAPITAL 
SAO JOSE DO RIBAMAR,TECMAR,MA,11,CAPITAL 
SANTO ANTONIO DOS LOPES,TECMAR,MA,16,INTERIOR
SANTO AMARO MARANHAO,TECMAR,MA,16,INTERIOR
JUNCO DO MARANHAO,TECMAR,MA,16,INTERIOR
SAO LUIZ GONZAGA DO MARAN,TECMAR,MA,16,INTERIOR
CAMPINA GRANDE,TECMAR,PB,12,INTERIOR
SANTA RITA,TECMAR,PB,10,CAPITAL 
CAJAZEIRAS,TECMAR,PB,12,INTERIOR
CAAPORA,TECMAR,PB,12,INTERIOR
BAYEUX,TECMAR,PB,10,CAPITAL 
JOAO PESSOA,TECMAR,PB,10,CAPITAL 
SOUSA,TECMAR,PB,12,INTERIOR
CABEDELO,TECMAR,PB,10,CAPITAL 
PATOS,TECMAR,PB,12,INTERIOR
REMIGIO,TECMAR,PB,12,INTERIOR
ESPERANCA,TECMAR,PB,12,INTERIOR
PEDRAS DE FOGO,TECMAR,PB,12,INTERIOR
CATOLE DO ROCHA,TECMAR,PB,12,INTERIOR
AREIA,TECMAR,PB,12,INTERIOR
POMBAL,TECMAR,PB,12,INTERIOR
MONTEIRO LOBATO,TECMAR,PB,12,INTERIOR
MONTEIRO,TECMAR,PB,12,INTERIOR
SUME,TECMAR,PB,12,INTERIOR
GUARABIRA,TECMAR,PB,12,INTERIOR
ITABAIANA,TECMAR,PB,12,INTERIOR
LAGOA SECA,TECMAR,PB,12,INTERIOR
SERRA BRANCA,TECMAR,PB,12,INTERIOR
CUITE,TECMAR,PB,12,INTERIOR
MATARACA,TECMAR,PB,12,INTERIOR
CAMPO GRANDE,TECMAR,PB,12,INTERIOR
BELEM,TECMAR,PB,12,INTERIOR
ALAGOA NOVA,TECMAR,PB,12,INTERIOR
FAGUNDES,TECMAR,PB,12,INTERIOR
TAVARES,TECMAR,PB,12,INTERIOR
ARARUNA,TECMAR,PB,12,INTERIOR
PIANCO,TECMAR,PB,12,INTERIOR
CABACEIRAS,TECMAR,PB,12,INTERIOR
INGA,TECMAR,PB,12,INTERIOR
CONDE,TECMAR,PB,10,CAPITAL 
SAO JOAO DO RIO DOPEIXE,TECMAR,PB,12,INTERIOR
CALDAS BRANDAO,TECMAR,PB,12,INTERIOR
SERTAOZINHO,TECMAR,PB,12,INTERIOR
SAO JOSE DE PIRANHAS,TECMAR,PB,12,INTERIOR
QUEIMADAS,TECMAR,PB,12,INTERIOR
MAMANGUAPE,TECMAR,PB,12,INTERIOR
SAO BENTO,TECMAR,PB,12,INTERIOR
LUCENA,TECMAR,PB,10,CAPITAL 
ALHANDRA,TECMAR,PB,10,CAPITAL 
SAPE,TECMAR,PB,12,INTERIOR
LAGOA DE DENTRO,TECMAR,PB,12,INTERIOR
POCINHOS,TECMAR,PB,12,INTERIOR
ITAPOROROCA,TECMAR,PB,12,INTERIOR
ITAPORANGA,TECMAR,PB,12,INTERIOR
ARARA,TECMAR,PB,12,INTERIOR
CAAPORA,TECMAR,PB,12,INTERIOR
CRUZ DO ESPIRITO SANTO,TECMAR,PB,12,INTERIOR
GURINHEM,TECMAR,PB,12,INTERIOR
NATUBA,TECMAR,PB,12,INTERIOR
PRINCESA ISABEL,TECMAR,PB,12,INTERIOR
RIO TINTO,TECMAR,PB,12,INTERIOR
ALAGOA GRANDE,TECMAR,PB,12,INTERIOR
BOA VISTA,TECMAR,PB,12,INTERIOR
JURIPIRANGA,TECMAR,PB,12,INTERIOR
GUARABIRA,TECMAR,PB,12,INTERIOR
NOVA PALMEIRA,TECMAR,PB,12,INTERIOR
BOQUEIRAO,TECMAR,PB,12,INTERIOR
SAO JOAO DO RIO DO PEIXE,TECMAR,PB,12,INTERIOR
PAULISTA,TECMAR,PB,12,INTERIOR
ASSUNCAO,TECMAR,PB,12,INTERIOR
UIRAUNA,TECMAR,PB,12,INTERIOR
JURU,TECMAR,PB,12,INTERIOR
OLHO D AGUA,TECMAR,PB,12,INTERIOR
MATUREIA,TECMAR,PB,12,INTERIOR
DONA INES,TECMAR,PB,12,INTERIOR
JUAZEIRINHO,TECMAR,PB,12,INTERIOR
CUBATI,TECMAR,PB,12,INTERIOR
SANTANA DE MANGUEIRA,TECMAR,PB,12,INTERIOR
BREJO DOS SANTOS,TECMAR,PB,12,INTERIOR
SANTA LUZIA,TECMAR,PB,12,INTERIOR
JERICO,TECMAR,PB,12,INTERIOR
BEZERROS,TECMAR,PB,12,INTERIOR
SAO JOSE DA MATA,TECMAR,PB,12,INTERIOR
PILAR,TECMAR,PB,12,INTERIOR
SAO FRANCISCO,TECMAR,PB,12,INTERIOR
SOLEDADE,TECMAR,PB,12,INTERIOR
JUNCO DO SERIDO,TECMAR,PB,12,INTERIOR
COREMAS,TECMAR,PB,12,INTERIOR
AROEIRAS,TECMAR,PB,12,INTERIOR
NOVA OLINDA,TECMAR,PB,12,INTERIOR
CONCEIÇÃO,TECMAR,PB,12,INTERIOR
NOVA FLORESTA,TECMAR,PB,12,INTERIOR
BREJO DO CRUZ,TECMAR,PB,12,INTERIOR
BANANEIRAS,TECMAR,PB,12,INTERIOR
PICUÍ,TECMAR,PB,12,INTERIOR
PILOES,TECMAR,PB,12,INTERIOR
PUXINANA,TECMAR,PB,12,INTERIOR
RIACHO CAVALOS,TECMAR,PB,12,INTERIOR
