Cidade,Transportadora,Prazo
VISEU,RODONAVES,16
PARAGOMINAS,RODONAVES,13
ULIANOPOLIS,RODONAVES,14
DOM ELISEU,RODONAVES,13
SAO DOMINGOS DO CAPIM,RODONAVES,14
IPIXUNA DO PARA,RODONAVES,14
RONDON DO PARA,RODONAVES,14
GOIANESIA DO PARA,RODONAVES,15
OUREM,RODONAVES,14
SANTA LUZIA DO PARA,RODONAVES,15
BONITO,RODONAVES,15
TRACUATEUA,RODONAVES,15
CAPITAO POCO,RODONAVES,14
IRITUIA,RODONAVES,14
AURORA DO PARA,RODONAVES,15
SAO MIGUEL DO GUAMA,RODONAVES,13
GARRAFAO DO NORTE,RODONAVES,16
BUJARU,RODONAVES,14
MAE DO RIO,RODONAVES,13
TOME-ACU,RODONAVES,14
CONCORDIA DO PARA,RODONAVES,13
ACARA,RODONAVES,15
TAILANDIA,RODONAVES,16
CAPANEMA,RODONAVES,13
PRIMAVERA,RODONAVES,15
QUATIPURU,RODONAVES,15
MARACANA,RODONAVES,14
SAO JOAO DE PIRABAS,RODONAVES,15
SANTAREM NOVO,RODONAVES,15
SALINOPOLIS,RODONAVES,14
MAGALHAES BARATA,RODONAVES,14
IGARAPE-ACU,RODONAVES,14
NOVA TIMBOTEUA,RODONAVES,15
PEIXE-BOI,RODONAVES,15
SANTA MARIA DO PARA,RODONAVES,13
CASTANHAL,RODONAVES,12
SAO FRANCISCO DO PARA,RODONAVES,14
CURUCA,RODONAVES,14
MARAPANIM,RODONAVES,14
INHANGAPI,RODONAVES,14
TERRA ALTA,RODONAVES,14
SAO JOAO DA PONTA,RODONAVES,14
SAO CAETANO DE ODIVELAS,RODONAVES,14
VIGIA,RODONAVES,14
COLARES,RODONAVES,14
SANTO ANTONIO DO TAUA,RODONAVES,14
SANTA ISABEL DO PARA,RODONAVES,13
BENEVIDES,RODONAVES,12
SANTA BARBARA DO PARA,RODONAVES,13
BREVES,RODONAVES,20
ANAJAS,RODONAVES,20
CURRALINHO,RODONAVES,20
SAO SEBASTIAO DA BOA VISTA,RODONAVES,18
MUANA,RODONAVES,18
PONTA DE PEDRAS,RODONAVES,18
CACHOEIRA DO ARARI,RODONAVES,18
SANTA CRUZ DO ARARI,RODONAVES,20
SALVATERRA,RODONAVES,18
SOURE,RODONAVES,18
CHAVES,RODONAVES,23
AFUA,RODONAVES,23
MACAPA,RODONAVES,16
FERREIRA GOMES,RODONAVES,20
PRACUUBA,RODONAVES,20
LARANJAL DO JARI,RODONAVES,20
VITORIA DO JARI,RODONAVES,23
SANTANA,RODONAVES,16
MAZAGAO,RODONAVES,20
PEDRA BRANCA DO AMAPARI,RODONAVES,20
SERRA DO NAVIO,RODONAVES,20
AMAPA,RODONAVES,20
CALCOENE,RODONAVES,20
CUTIAS,RODONAVES,20
ITAUBAL,RODONAVES,20
OIAPOQUE,RODONAVES,20
TARTARUGALZINHO,RODONAVES,20
PORTO GRANDE,RODONAVES,20
MANAUS,RODONAVES,21
ITACOATIARA,RODONAVES,24
SILVES,RODONAVES,33
RIO PRETO DA EVA,RODONAVES,24
ITAPIRANGA,RODONAVES,25
URUCARA,RODONAVES,24
SAO SEBASTIAO DO UATUMA,RODONAVES,24
NHAMUNDA,RODONAVES,25
PARINTINS,RODONAVES,24
BARREIRINHA,RODONAVES,24
URUCURITUBA,RODONAVES,25
MAUES,RODONAVES,24
BOA VISTA DO RAMOS,RODONAVES,24
BORBA,RODONAVES,27
NOVA OLINDA DO NORTE,RODONAVES,27
AUTAZES,RODONAVES,26
CAREIRO,RODONAVES,23
CAREIRO DA VARZEA,RODONAVES,24
NOVO ARIPUANA,RODONAVES,27
MUCAJAI,RODONAVES,27
AMAJARI,RODONAVES,27
PACARAIMA,RODONAVES,27
IRACEMA,RODONAVES,26
ALTO ALEGRE,RODONAVES,27
NORMANDIA,RODONAVES,27
UIRAMUTA,RODONAVES,27
CARACARAI,RODONAVES,27
SAO LUIZ,RODONAVES,27
RORAINOPOLIS,RODONAVES,27
SAO JOAO DA BALIZA,RODONAVES,27
CAROEBE,RODONAVES,27
BONFIM,RODONAVES,27
CANTA,RODONAVES,27
MANACAPURU,RODONAVES,24
IRANDUBA,RODONAVES,24
CAAPIRANGA,RODONAVES,30
BERURI,RODONAVES,29
MANAQUIRI,RODONAVES,28
ANORI,RODONAVES,27
ANAMA,RODONAVES,27
CODAJAS,RODONAVES,27
COARI,RODONAVES,27
TAPAUA,RODONAVES,31
MARAA,RODONAVES,29
JAPURA,RODONAVES,29
CARAUARI,RODONAVES,39
JURUA,RODONAVES,34
UARINI,RODONAVES,29
ALVARAES,RODONAVES,29
TEFE,RODONAVES,27
SAO PAULO DE OLIVENCA,RODONAVES,29
AMATURA,RODONAVES,29
BENJAMIN CONSTANT,RODONAVES,31
TABATINGA,RODONAVES,31
ATALAIA DO NORTE,RODONAVES,34
JUTAI,RODONAVES,29
FONTE BOA,RODONAVES,29
SANTO ANTONIO DO ICA,RODONAVES,29
TONANTINS,RODONAVES,36
BARCELOS,RODONAVES,24
NOVO AIRAO,RODONAVES,24
PRESIDENTE FIGUEIREDO,RODONAVES,24
SANTA ISABEL DO RIO NEGRO,RODONAVES,29
SAO GABRIEL DA CACHOEIRA,RODONAVES,29
CANUTAMA,RODONAVES,33
LABREA,RODONAVES,35
PAUINI,RODONAVES,39
PICARRA,RODONAVES,14
PALMAS,RODONAVES,9
TAQUARUCU (DIST. PALMAS),RODONAVES,34
DIANOPOLIS,RODONAVES,10
RIO DA CONCEICAO,RODONAVES,11
CONCEICAO DO TOCANTINS,RODONAVES,11
TAIPAS DO TOCANTINS,RODONAVES,14
ALMAS,RODONAVES,10
PONTE ALTA DO BOM JESUS,RODONAVES,11
NOVO JARDIM,RODONAVES,11
TAGUATINGA,RODONAVES,11
AURORA DO TOCANTINS,RODONAVES,11
LAVANDEIRA,RODONAVES,11
ARRAIAS,RODONAVES,11
COMBINADO,RODONAVES,11
NOVO ALEGRE,RODONAVES,11
PARANA,RODONAVES,11
PALMEIROPOLIS,RODONAVES,11
SAO SALVADOR DO TOCANTINS,RODONAVES,11
NATIVIDADE,RODONAVES,10
SANTA ROSA DO TOCANTINS,RODONAVES,11
CHAPADA DA NATIVIDADE,RODONAVES,11
PINDORAMA DO TOCANTINS,RODONAVES,11
SAO VALERIO DA NATIVIDADE,RODONAVES,11
PORTO ALEGRE DO TOCANTINS,RODONAVES,10
JAU DO TOCANTINS,RODONAVES,11
ALIANCA DO TOCANTINS,RODONAVES,11
CRIXAS DO TOCANTINS,RODONAVES,11
CRISTALANDIA,RODONAVES,10
LAGOA DA CONFUSAO,RODONAVES,10
NOVA ROSALANDIA,RODONAVES,11
PORTO NACIONAL,RODONAVES,9
IPUEIRAS,RODONAVES,14
FATIMA,RODONAVES,11
OLIVEIRA DE FATIMA,RODONAVES,11
BREJINHO DE NAZARE,RODONAVES,11
SANTA RITA DO TOCANTINS,RODONAVES,11
PIUM,RODONAVES,10
CHAPADA DE AREIA,RODONAVES,14
SILVANOPOLIS,RODONAVES,11
MONTE DO CARMO,RODONAVES,14
PONTE ALTA DO TOCANTINS,RODONAVES,11
MATEIROS,RODONAVES,37
PARAISO DO TOCANTINS,RODONAVES,9
PUGMIL,RODONAVES,10
SAO FELIX DO TOCANTINS,RODONAVES,37
NOVO ACORDO,RODONAVES,11
LAGOA DO TOCANTINS,RODONAVES,11
SANTA TEREZA DO TOCANTINS,RODONAVES,11
APARECIDA DO RIO NEGRO,RODONAVES,11
LIZARDA,RODONAVES,37
RIO SONO,RODONAVES,37
TOCANTINIA,RODONAVES,11
LAJEADO,RODONAVES,9
MIRACEMA DO TOCANTINS,RODONAVES,9
RIO DOS BOIS,RODONAVES,9
MIRANORTE,RODONAVES,9
BARROLANDIA,RODONAVES,9
DIVINOPOLIS DO TOCANTINS,RODONAVES,10
MONTE SANTO DO TOCANTINS,RODONAVES,10
MARIANOPOLIS DO TOCANTINS,RODONAVES,10
CASEARA,RODONAVES,10
DOIS IRMAOS DO TOCANTINS,RODONAVES,10
ARAGUACEMA,RODONAVES,10
ABREULANDIA,RODONAVES,10
GOIANORTE,RODONAVES,10
GUARAI,RODONAVES,10
TUPIRAMA,RODONAVES,10
FORTALEZA DO TABOCAO,RODONAVES,32
PEDRO AFONSO,RODONAVES,10
BOM JESUS DO TOCANTINS,RODONAVES,10
SANTA MARIA DO TOCANTINS,RODONAVES,14
ITAPIRATINS,RODONAVES,13
ITACAJA,RODONAVES,13
CENTENARIO,RODONAVES,37
COLMEIA,RODONAVES,10
PEQUIZEIRO,RODONAVES,10
RECURSOLANDIA,RODONAVES,37
BRASILANDIA DO TOCANTINS,RODONAVES,10
ITAPORA DO TOCANTINS,RODONAVES,10
TUPIRATINS,RODONAVES,13
PRESIDENTE KENNEDY,RODONAVES,10
COUTO DE MAGALHAES,RODONAVES,13
JUARINA,RODONAVES,13
BERNARDO SAYAO,RODONAVES,13
COLINAS DO TOCANTINS,RODONAVES,12
BARRA DO OURO,RODONAVES,13
GOIATINS,RODONAVES,11
CAMPOS LINDOS,RODONAVES,13
ARAPOEMA,RODONAVES,13
BANDEIRANTES DO TOCANTINS,RODONAVES,13
PAU D'ARCO,RODONAVES,13
NOVA OLINDA,RODONAVES,13
FILADELFIA,RODONAVES,14
PALMEIRANTE,RODONAVES,22
ARAGUAINA,RODONAVES,11
CARMOLANDIA,RODONAVES,13
ARAGOMINAS,RODONAVES,13
SANTA FE DO ARAGUAIA,RODONAVES,13
MURICILANDIA,RODONAVES,13
ARAGUANA,RODONAVES,13
WANDERLANDIA,RODONAVES,12
BABACULANDIA,RODONAVES,14
XAMBIOA,RODONAVES,13
SANTA TEREZINHA DO TOCANTINS,RODONAVES,12
PIRAQUE,RODONAVES,13
ANANAS,RODONAVES,12
RIACHINHO,RODONAVES,12
NAZARE,RODONAVES,12
TOCANTINOPOLIS,RODONAVES,12
LUZINOPOLIS,RODONAVES,12
ANGICO,RODONAVES,12
AGUIARNOPOLIS,RODONAVES,12
DARCINOPOLIS,RODONAVES,12
PALMEIRAS DO TOCANTINS,RODONAVES,12
CACHOEIRINHA,RODONAVES,12
MAURILANDIA DO TOCANTINS,RODONAVES,12
ITAGUATINS,RODONAVES,12
SAO MIGUEL DO TOCANTINS,RODONAVES,12
AXIXA DO TOCANTINS,RODONAVES,12
SITIO NOVO DO TOCANTINS,RODONAVES,12
ARAGUATINS,RODONAVES,12
SAO BENTO DO TOCANTINS,RODONAVES,12
AUGUSTINOPOLIS,RODONAVES,12
PRAIA NORTE,RODONAVES,12
SAMPAIO,RODONAVES,12
CARRASCO BONITO,RODONAVES,11
SAO SEBASTIAO DO TOCANTINS,RODONAVES,12
ESPERANTINA,RODONAVES,13
BURITI DO TOCANTINS,RODONAVES,12
GURUPI,RODONAVES,9
CARIRI DO TOCANTINS,RODONAVES,10
SUCUPIRA,RODONAVES,14
FIGUEIROPOLIS,RODONAVES,10
FORMOSO DO ARAGUAIA,RODONAVES,10
ARAGUACU,RODONAVES,11
SANDOLANDIA,RODONAVES,11
ALVORADA,RODONAVES,10
TALISMA,RODONAVES,14
DUERE,RODONAVES,14
PEIXE,RODONAVES,14
VILA QUIXABA,RODONAVES,14
